,Tract,County,Urban,Total_Population,Housing_Units,High_Share_Group,Total_Group_Quarters,Percent_Group_Quarters,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,Low_Income_Flag,Total_Poverty_Rate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,Total_Low_Income,Total_Kids,Total_Seniors,Total_White,Total_Black,Total_Asian,Total_NHOPI,Total_AIAN,Total_OMulti,Total_Hispanic,Total_No_Vehicle,Total_SNAP,Population_Size
1218,36047017800,Kings County,1,2898,903,0,187.0,6.45,0,0,0,0,0,1,17.3,69643.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.0,602.0,451.0,1428.0,40.0,1130.0,7.0,7.0,286.0,501.0,357.0,178.0,Medium Population
1219,36047017900,Kings County,1,3624,1472,0,361.0,9.96,0,0,0,0,0,0,16.2,83576.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.0,604.0,675.0,894.0,2290.0,168.0,2.0,8.0,262.0,484.0,1055.0,484.0,Large Population
1220,36047018000,Kings County,1,3193,1061,0,0.0,0.0,0,0,0,0,0,0,9.7,86094.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.0,728.0,338.0,1752.0,19.0,1050.0,4.0,6.0,362.0,659.0,472.0,161.0,Large Population
1221,36047018100,Kings County,1,3936,2176,0,10.0,0.25,0,0,0,0,0,0,3.7,117138.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,460.0,351.0,2234.0,1137.0,243.0,1.0,9.0,312.0,408.0,1305.0,147.0,Large Population
1222,36047018200,Kings County,1,3163,1089,0,0.0,0.0,0,0,0,0,0,1,18.8,64375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0,617.0,414.0,1329.0,29.0,1605.0,0.0,7.0,193.0,308.0,483.0,217.0,Large Population
1223,36047018300,Kings County,1,2500,1207,0,0.0,0.0,0,0,0,0,0,0,9.9,128500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0,347.0,138.0,1457.0,607.0,157.0,0.0,5.0,274.0,291.0,692.0,54.0,Medium Population
1224,36047018400,Kings County,1,2002,777,0,0.0,0.0,0,0,0,0,0,1,12.3,72708.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,387.0,351.0,1233.0,5.0,715.0,0.0,0.0,49.0,77.0,185.0,125.0,Medium Population
1225,36047018501,Kings County,1,3827,1496,0,170.0,4.44,0,0,0,0,0,1,47.2,26219.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3479.0,1037.0,412.0,515.0,2446.0,205.0,0.0,40.0,621.0,1069.0,1517.0,968.0,Large Population
1226,36047018600,Kings County,1,2124,737,0,0.0,0.0,0,0,0,0,0,1,15.1,67500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,453.0,312.0,1121.0,23.0,862.0,0.0,6.0,112.0,139.0,252.0,92.0,Medium Population
1227,36047018700,Kings County,1,1411,551,0,83.0,5.88,0,0,0,0,0,1,21.3,126250.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,253.0,84.0,631.0,399.0,81.0,0.0,10.0,290.0,343.0,414.0,136.0,Medium Population
1228,36047018800,Kings County,1,2640,963,0,6.0,0.23,0,0,0,0,0,0,12.7,75991.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.0,511.0,402.0,1614.0,27.0,821.0,0.0,1.0,177.0,298.0,231.0,107.0,Medium Population
1229,36047019000,Kings County,1,4782,1587,0,3.0,0.06,0,0,0,0,0,1,18.4,47587.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.0,1069.0,458.0,2058.0,75.0,1858.0,12.0,26.0,753.0,1127.0,696.0,293.0,Large Population
1230,36047019100,Kings County,1,2332,916,0,149.0,6.39,0,0,0,0,0,1,20.9,84208.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.0,444.0,133.0,1086.0,680.0,107.0,0.0,21.0,438.0,617.0,581.0,53.0,Medium Population
1231,36047019200,Kings County,1,2772,756,0,16.0,0.58,0,0,0,0,0,1,23.8,42227.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.0,951.0,212.0,1587.0,42.0,789.0,0.0,0.0,354.0,463.0,378.0,268.0,Medium Population
1232,36047019300,Kings County,1,5628,2216,0,1389.0,24.68,0,0,0,0,0,1,22.2,76078.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.0,674.0,859.0,2185.0,2430.0,481.0,4.0,22.0,506.0,697.0,1480.0,286.0,Large Population
1233,36047019400,Kings County,1,3305,1101,0,31.0,0.94,0,0,0,0,0,1,21.6,45648.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.0,657.0,410.0,1151.0,33.0,1658.0,34.0,8.0,421.0,603.0,585.0,209.0,Large Population
1234,36047019500,Kings County,1,3366,1721,0,20.0,0.59,0,0,0,0,0,0,9.1,117745.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,438.0,339.0,1498.0,1341.0,189.0,0.0,12.0,326.0,440.0,1098.0,67.0,Large Population
1235,36047019600,Kings County,1,4353,1504,0,127.0,2.92,0,0,0,0,0,1,34.0,40238.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.0,891.0,678.0,2254.0,43.0,1499.0,0.0,6.0,551.0,832.0,612.0,320.0,Large Population
1236,36047019700,Kings County,1,3313,1684,0,20.0,0.6,0,0,0,0,0,0,11.9,148472.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,462.0,323.0,1465.0,1364.0,193.0,0.0,8.0,283.0,296.0,1003.0,165.0,Large Population
1237,36047019800,Kings County,1,1702,658,0,0.0,0.0,0,0,0,0,0,0,13.9,80625.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.0,327.0,271.0,1251.0,8.0,275.0,0.0,0.0,168.0,260.0,172.0,167.0,Medium Population
1238,36047019900,Kings County,1,2929,1476,0,58.0,1.98,0,0,0,0,0,0,12.4,124583.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0,370.0,294.0,1227.0,1348.0,117.0,0.0,5.0,232.0,327.0,1036.0,183.0,Medium Population
1239,36047020000,Kings County,1,2265,779,0,0.0,0.0,0,0,0,0,0,1,15.9,61875.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.0,520.0,294.0,1494.0,15.0,487.0,0.0,11.0,258.0,383.0,270.0,120.0,Medium Population
1240,36047020100,Kings County,1,3421,1680,0,0.0,0.0,0,0,0,0,0,0,5.8,154615.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,478.0,250.0,1560.0,1440.0,151.0,0.0,9.0,261.0,271.0,1084.0,36.0,Large Population
1241,36047020200,Kings County,1,1874,694,0,0.0,0.0,0,0,0,0,0,0,8.5,103500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,380.0,315.0,1454.0,10.0,363.0,0.0,4.0,43.0,125.0,95.0,61.0,Medium Population
1242,36047020300,Kings County,1,1697,651,0,151.0,8.9,0,0,0,0,0,0,10.5,113750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,271.0,127.0,711.0,599.0,183.0,2.0,13.0,189.0,311.0,366.0,57.0,Medium Population
1243,36047020400,Kings County,1,1708,645,0,0.0,0.0,0,0,0,0,0,0,10.3,98578.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,338.0,311.0,1481.0,10.0,188.0,0.0,1.0,28.0,117.0,144.0,79.0,Medium Population
1244,36047020500,Kings County,1,2469,1221,0,0.0,0.0,0,0,0,0,0,0,7.3,130536.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,357.0,145.0,1261.0,814.0,182.0,0.0,12.0,200.0,225.0,971.0,7.0,Medium Population
1245,36047020600,Kings County,1,2220,802,0,8.0,0.36,0,0,0,0,0,0,7.5,111830.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,471.0,330.0,1742.0,25.0,289.0,0.0,6.0,158.0,263.0,174.0,74.0,Medium Population
1246,36047020700,Kings County,1,4310,2065,0,0.0,0.0,0,0,0,0,0,0,5.4,143438.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,642.0,442.0,2398.0,1288.0,251.0,4.0,7.0,362.0,429.0,1578.0,206.0,Large Population
1247,36047020800,Kings County,1,3048,1081,0,0.0,0.0,0,0,0,0,0,1,12.8,66583.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.0,615.0,424.0,1537.0,15.0,1290.0,4.0,11.0,191.0,351.0,428.0,254.0,Large Population
1248,36047021000,Kings County,1,3968,1321,0,0.0,0.0,0,0,0,0,0,1,24.6,41523.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.0,872.0,484.0,1806.0,44.0,1857.0,0.0,13.0,248.0,419.0,637.0,288.0,Large Population
1249,36047021100,Kings County,1,1210,497,0,11.0,0.91,0,0,0,0,0,1,11.8,62770.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0,248.0,116.0,315.0,585.0,39.0,0.0,8.0,263.0,450.0,547.0,160.0,Medium Population
1250,36047021200,Kings County,1,4643,1442,0,0.0,0.0,0,0,0,0,0,1,20.1,42188.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791.0,1098.0,452.0,1398.0,31.0,2854.0,0.0,0.0,360.0,511.0,660.0,325.0,Large Population
1251,36047021300,Kings County,1,4205,1811,0,0.0,0.0,0,0,0,0,0,1,17.5,51210.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.0,812.0,467.0,554.0,3343.0,52.0,0.0,17.0,239.0,421.0,1376.0,431.0,Large Population
1252,36047021400,Kings County,1,2152,579,0,0.0,0.0,0,0,0,0,0,1,34.9,62992.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,765.0,158.0,1246.0,4.0,785.0,0.0,2.0,115.0,129.0,264.0,165.0,Medium Population
1253,36047021500,Kings County,1,5307,2471,0,2.0,0.04,0,0,0,0,0,0,16.2,97054.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.0,884.0,475.0,2108.0,2441.0,291.0,3.0,9.0,455.0,546.0,1922.0,287.0,Large Population
1254,36047021600,Kings County,1,4015,980,0,15.0,0.37,0,0,0,0,0,1,33.5,45441.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824.0,1754.0,292.0,3419.0,15.0,469.0,0.0,1.0,111.0,164.0,347.0,299.0,Large Population
1255,36047021700,Kings County,1,3597,1536,0,1.0,0.03,0,0,0,0,0,0,18.4,82750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.0,744.0,371.0,814.0,2185.0,226.0,6.0,13.0,353.0,544.0,1205.0,337.0,Large Population
1256,36047021800,Kings County,1,3761,983,0,0.0,0.0,0,0,0,0,0,1,47.6,30732.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503.0,1631.0,302.0,3387.0,11.0,158.0,0.0,35.0,170.0,279.0,503.0,348.0,Large Population
1257,36047021900,Kings County,1,3595,1503,0,77.0,2.14,0,0,0,0,0,1,20.5,66208.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.0,546.0,370.0,777.0,2467.0,129.0,0.0,17.0,205.0,309.0,1157.0,221.0,Large Population
1258,36047022000,Kings County,1,4939,1329,0,10.0,0.2,0,0,0,0,0,1,49.2,30583.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159.0,2062.0,401.0,4370.0,52.0,267.0,1.0,24.0,225.0,322.0,657.0,456.0,Large Population
1259,36047022100,Kings County,1,3609,1517,0,372.0,10.31,0,0,0,0,0,1,22.5,53769.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.0,585.0,271.0,695.0,2459.0,102.0,1.0,11.0,341.0,507.0,1209.0,294.0,Large Population
1260,36047022200,Kings County,1,4693,1247,0,0.0,0.0,0,0,0,0,0,1,35.4,40455.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695.0,2016.0,388.0,4195.0,28.0,136.0,5.0,8.0,321.0,514.0,666.0,558.0,Large Population
1261,36047022400,Kings County,1,5486,1318,0,33.0,0.6,0,0,0,0,0,1,33.3,44449.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721.0,2484.0,293.0,4223.0,77.0,601.0,0.0,23.0,562.0,908.0,661.0,456.0,Large Population
1262,36047022600,Kings County,1,2516,636,0,0.0,0.0,0,0,0,0,0,1,26.4,52417.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.0,824.0,136.0,1032.0,40.0,490.0,0.0,60.0,894.0,1361.0,298.0,166.0,Medium Population
1263,36047022700,Kings County,1,3454,1429,0,52.0,1.51,0,0,0,0,0,0,9.4,86200.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.0,663.0,292.0,597.0,2505.0,147.0,1.0,17.0,187.0,245.0,1148.0,149.0,Large Population
1264,36047022800,Kings County,1,3306,788,0,22.0,0.67,0,0,0,0,0,1,43.8,32554.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398.0,1300.0,192.0,1879.0,95.0,914.0,1.0,14.0,403.0,535.0,492.0,330.0,Large Population
1265,36047022900,Kings County,1,3395,1491,0,0.0,0.0,0,0,0,0,0,1,16.7,69375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.0,562.0,251.0,822.0,2195.0,123.0,4.0,27.0,224.0,307.0,1228.0,329.0,Large Population
1266,36047023000,Kings County,1,4515,1101,0,0.0,0.0,0,0,0,0,0,1,35.3,38625.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764.0,1982.0,212.0,3728.0,59.0,251.0,0.0,24.0,453.0,884.0,487.0,380.0,Large Population
1267,36047023100,Kings County,1,3025,1457,0,7.0,0.23,0,0,0,0,0,0,9.4,101989.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,437.0,317.0,1080.0,1558.0,139.0,1.0,15.0,232.0,325.0,887.0,241.0,Large Population
1268,36047023200,Kings County,1,5699,1397,0,0.0,0.0,0,0,0,0,0,1,51.8,46484.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,2556.0,452.0,5064.0,26.0,382.0,2.0,1.0,224.0,356.0,687.0,535.0,Large Population
1269,36047023300,Kings County,1,5061,1773,0,104.0,2.05,0,0,0,0,0,1,25.2,64205.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335.0,1289.0,380.0,1137.0,3150.0,112.0,10.0,45.0,607.0,1135.0,1461.0,687.0,Large Population
1270,36047023400,Kings County,1,5059,1455,0,3.0,0.06,0,0,0,0,0,1,52.1,31800.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315.0,2147.0,567.0,4976.0,16.0,10.0,0.0,0.0,57.0,74.0,729.0,600.0,Large Population
1271,36047023500,Kings County,1,3928,1195,0,43.0,1.09,0,0,0,0,0,1,31.9,72976.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,1323.0,94.0,2456.0,615.0,181.0,2.0,26.0,648.0,1036.0,883.0,313.0,Large Population
1272,36047023600,Kings County,1,5600,1709,0,0.0,0.0,0,0,0,0,0,1,55.4,28375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4403.0,2281.0,713.0,5274.0,8.0,241.0,0.0,5.0,72.0,53.0,945.0,923.0,Large Population
