,Tract,County,Urban,Total_Population,Housing_Units,High_Share_Group,Total_Group_Quarters,Percent_Group_Quarters,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,Low_Income_Flag,Total_Poverty_Rate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,Total_Low_Income,Total_Kids,Total_Seniors,Total_White,Total_Black,Total_Asian,Total_NHOPI,Total_AIAN,Total_OMulti,Total_Hispanic,Total_No_Vehicle,Total_SNAP,Population_Size
1262,36047022600,Kings,1,2516,636,0,0,0,0,0,0,0,0,1,26.4,52417,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,824,136,1032,40,490,0,60,894,1361,298,166,Medium Population
1263,36047022700,Kings,1,3454,1429,0,52,1.51,0,0,0,0,0,0,9.4,86200,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,663,292,597,2505,147,1,17,187,245,1148,149,Large Population
1264,36047022800,Kings,1,3306,788,0,22,0.67,0,0,0,0,0,1,43.8,32554,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398,1300,192,1879,95,914,1,14,403,535,492,330,Large Population
1265,36047022900,Kings,1,3395,1491,0,0,0,0,0,0,0,0,1,16.7,69375,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086,562,251,822,2195,123,4,27,224,307,1228,329,Large Population
1266,36047023000,Kings,1,4515,1101,0,0,0,0,0,0,0,0,1,35.3,38625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764,1982,212,3728,59,251,0,24,453,884,487,380,Large Population
1267,36047023100,Kings,1,3025,1457,0,7,0.23,0,0,0,0,0,0,9.4,101989,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,437,317,1080,1558,139,1,15,232,325,887,241,Large Population
1268,36047023200,Kings,1,5699,1397,0,0,0,0,0,0,0,0,1,51.8,46484,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640,2556,452,5064,26,382,2,1,224,356,687,535,Large Population
1269,36047023300,Kings,1,5061,1773,0,104,2.05,0,0,0,0,0,1,25.2,64205,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335,1289,380,1137,3150,112,10,45,607,1135,1461,687,Large Population
1270,36047023400,Kings,1,5059,1455,0,3,0.06,0,0,0,0,0,1,52.1,31800,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315,2147,567,4976,16,10,0,0,57,74,729,600,Large Population
1271,36047023500,Kings,1,3928,1195,0,43,1.09,0,0,0,0,0,1,31.9,72976,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233,1323,94,2456,615,181,2,26,648,1036,883,313,Large Population
1272,36047023600,Kings,1,5600,1709,0,0,0,0,0,0,0,0,1,55.4,28375,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4403,2281,713,5274,8,241,0,5,72,53,945,923,Large Population
1273,36047023800,Kings,1,4590,1362,0,0,0,0,0,0,0,0,1,34.2,31633,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294,1839,613,4441,4,24,0,0,121,168,756,509,Large Population
1274,36047024000,Kings,1,4693,1386,0,151,3.22,0,0,0,0,0,1,39.2,41969,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,1794,619,4480,46,57,0,9,101,192,602,408,Large Population
1275,36047024100,Kings,1,2229,913,0,189,8.48,0,0,0,0,0,1,18.8,59239,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,271,295,975,831,72,6,7,338,526,735,193,Medium Population
1276,36047024200,Kings,1,2984,898,0,0,0,0,0,0,0,0,1,19.9,65321,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,1153,212,2683,10,160,0,0,131,190,230,105,Medium Population
1277,36047024300,Kings,1,3786,1757,0,0,0,0,0,0,0,0,0,15.1,112222,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,653,411,726,2552,104,0,17,387,550,1020,398,Large Population
1278,36047024400,Kings,1,3238,920,0,5,0.15,0,0,0,0,0,1,41,48750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,1255,317,2660,20,365,0,1,192,329,392,220,Large Population
1279,36047024500,Kings,1,3946,1706,0,0,0,0,0,0,0,0,1,13.7,64957,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,798,319,431,3045,239,4,19,208,293,1002,284,Large Population
1280,36047024600,Kings,1,3256,995,0,4,0.12,0,0,0,0,0,1,16.8,54779,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,1037,393,2185,21,873,0,6,171,285,257,172,Large Population
1281,36047024700,Kings,1,2316,960,0,0,0,0,0,0,0,0,1,27.6,45648,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,507,195,230,1754,188,0,7,137,174,881,304,Medium Population
1282,36047024800,Kings,1,2698,872,0,0,0,0,0,0,0,0,1,14.4,62171,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,640,375,1441,20,1052,3,2,180,309,358,146,Medium Population
1283,36047024900,Kings,1,3823,1736,0,23,0.6,0,0,0,0,0,0,14.2,85357,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,740,351,427,3044,78,5,11,258,323,1261,212,Large Population
1284,36047025000,Kings,1,1722,530,0,7,0.41,0,0,0,0,0,1,12.7,54006,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,350,209,511,22,1072,0,2,115,211,203,85,Medium Population
1285,36047025100,Kings,1,3816,1434,0,48,1.26,0,0,0,0,0,1,32.6,52591,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,991,368,370,2840,143,4,22,437,728,1125,458,Large Population
1286,36047025200,Kings,1,4786,1800,0,0,0,0,0,0,0,0,1,14.8,62589,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822,925,722,2457,56,1791,0,13,469,721,966,332,Large Population
1287,36047025300,Kings,1,2754,1171,0,7,0.25,0,0,0,0,0,1,20.6,68810,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,520,284,503,1800,93,5,15,338,521,779,377,Medium Population
1288,36047025400,Kings,1,3500,1162,0,0,0,0,0,0,0,0,1,23.7,46691,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,759,471,1423,24,1813,0,7,233,369,509,327,Large Population
1289,36047025500,Kings,1,5102,1696,0,0,0,0,0,0,0,0,1,43.6,23520,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697,1541,510,915,2616,77,2,80,1412,2720,1592,1115,Large Population
1290,36047025600,Kings,1,3058,1024,0,0,0,0,0,0,0,0,1,25.5,50764,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563,592,517,1260,19,1614,3,9,153,192,479,225,Large Population
1291,36047025700,Kings,1,2131,634,0,117,5.49,0,0,0,0,0,1,23.4,64620,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,564,121,659,805,81,0,38,548,1102,330,171,Medium Population
1292,36047025800,Kings,1,4597,1613,0,3,0.07,0,0,0,0,0,1,24.1,46359,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326,985,582,2506,55,1575,0,15,446,757,787,368,Large Population
1293,36047025901,Kings,1,2010,683,0,49,2.44,0,0,0,0,0,1,20.1,55370,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,537,80,436,972,40,1,13,548,903,525,224,Medium Population
1294,36047025902,Kings,1,3419,1053,0,0,0,0,0,0,0,0,1,62.2,22599,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205,1103,324,531,1959,33,1,32,863,1604,960,860,Large Population
1295,36047026000,Kings,1,3649,1207,0,0,0,0,0,0,0,0,1,14.5,61250,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,735,520,1664,5,1752,7,10,211,370,561,181,Large Population
1296,36047026100,Kings,1,4917,1950,0,2,0.04,0,0,0,0,0,1,27.4,60072,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,1212,335,699,3258,78,10,45,827,1324,1637,756,Large Population
1297,36047026200,Kings,1,2374,793,0,0,0,0,0,0,0,0,1,21.5,53958,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,455,299,1050,21,1088,0,6,209,292,341,214,Medium Population
1298,36047026300,Kings,1,1868,777,0,0,0,0,0,0,0,0,1,28.7,45625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,434,173,144,1469,26,0,9,220,358,568,355,Medium Population
1299,36047026400,Kings,1,4592,1596,0,0,0,0,0,0,0,0,1,13.7,51000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,898,511,2311,57,1585,5,33,601,960,889,400,Large Population
1300,36047026500,Kings,1,3838,1476,0,129,3.36,0,0,0,0,0,0,19.3,79148,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,993,319,270,3144,72,3,27,322,560,975,337,Large Population
1301,36047026600,Kings,1,3733,1255,0,0,0,0,0,0,0,0,1,13.4,65179,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,761,500,1993,12,1463,5,9,251,437,549,347,Large Population
1302,36047026700,Kings,1,3920,1747,0,133,3.39,0,0,0,0,0,0,14.8,89545,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,751,583,364,3265,54,1,11,225,347,1119,330,Large Population
1303,36047026800,Kings,1,4188,1472,0,5,0.12,0,0,0,0,0,1,20.6,43291,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,893,566,2583,44,1237,0,1,323,604,687,391,Large Population
1304,36047026900,Kings,1,2770,1160,0,50,1.81,0,0,0,0,0,1,20.7,78558,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,529,282,241,2280,77,0,9,163,229,784,302,Medium Population
1305,36047027000,Kings,1,2449,908,0,0,0,0,0,0,0,0,1,19.4,57500,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,521,437,1684,18,639,0,4,104,131,308,139,Medium Population
1306,36047027100,Kings,1,2471,930,0,0,0,0,0,0,0,0,0,19,73594,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,599,242,80,2110,136,0,5,140,214,658,260,Medium Population
1307,36047027200,Kings,1,3480,1161,0,0,0,0,0,0,0,0,1,26.2,77813,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438,796,479,1936,14,1092,29,18,391,638,487,381,Large Population
1308,36047027300,Kings,1,2813,1208,0,18,0.64,0,0,0,0,0,1,15.7,59348,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,577,300,160,2468,54,0,6,125,167,753,235,Medium Population
1309,36047027400,Kings,1,3028,1041,0,8,0.26,0,0,0,0,0,1,17.9,66806,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428,620,410,1647,11,1207,0,6,157,251,325,209,Large Population
1310,36047027500,Kings,1,4180,1660,0,257,6.15,0,0,0,0,0,0,17.9,93125,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,806,373,380,3421,98,0,47,234,399,894,200,Large Population
1311,36047027600,Kings,1,3694,1221,0,0,0,0,0,0,0,0,1,14.5,54861,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,819,420,1885,52,1325,7,37,388,737,757,284,Large Population
1312,36047027700,Kings,1,3945,1495,0,0,0,0,0,0,0,0,1,28,43684,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212,1131,293,164,3558,24,2,12,185,355,1201,601,Large Population
1313,36047027800,Kings,1,3220,1185,0,0,0,0,0,0,0,0,1,11.1,71905,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,649,439,1935,21,952,0,24,288,500,550,272,Large Population
1314,36047027900,Kings,1,3674,1475,0,31,0.84,0,0,0,0,0,1,14.3,63529,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,862,340,185,3215,32,3,10,229,404,959,415,Large Population
1315,36047028000,Kings,1,1761,658,0,1,0.06,0,0,0,0,0,1,23.4,68750,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,312,227,931,11,631,1,0,187,240,232,129,Medium Population
1316,36047028100,Kings,1,4193,1525,0,61,1.45,0,0,0,0,0,1,42.5,25625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014,1292,300,562,2674,35,6,36,880,1531,1319,732,Large Population
1317,36047028200,Kings,1,2943,1224,0,0,0,0,0,0,0,0,0,19.6,74102,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477,517,502,1850,37,928,0,0,128,250,377,312,Medium Population
1318,36047028300,Kings,1,4097,1421,0,148,3.61,0,0,0,0,0,1,30.8,36806,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,1123,333,600,2522,47,0,44,884,1507,1002,664,Large Population
1319,36047028400,Kings,1,4003,1408,0,0,0,0,0,0,0,0,1,17.7,58390,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,819,555,2372,34,1019,0,9,569,714,669,377,Large Population
1320,36047028501,Kings,1,428,125,0,21,4.91,0,0,0,0,0,1,27.8,87750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,119,9,135,85,11,0,5,192,249,89,19,Small Population
1321,36047028502,Kings,1,2802,1092,0,0,0,0,0,0,0,0,1,44.9,22813,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,743,397,497,1566,8,0,30,701,1365,1014,633,Medium Population
1322,36047028600,Kings,1,4814,2033,0,0,0,0,0,0,0,0,1,23.4,46912,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2621,949,977,3098,161,1124,0,9,422,611,1235,710,Large Population
1323,36047028700,Kings,1,2991,1076,0,10,0.33,0,0,0,0,0,1,26.2,38636,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568,723,321,593,1378,259,1,31,729,1199,826,346,Medium Population
1324,36047028800,Kings,1,3458,1175,0,0,0,0,0,0,0,0,1,20.3,51250,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627,668,510,1766,34,1209,3,29,417,652,468,240,Large Population
